client_ip,host,user_agent,request_count,first_seen_utc,last_seen_utc,high_signal_count,likely_false_positive_count,manual_review_count,distinct_methods,source_identity_boundary
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",1,2025-08-16T09:19:04+00:00,2025-08-16T09:19:04+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,2025-08-17T01:20:58+00:00,2025-08-17T01:20:58+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",1,2025-08-16T10:41:14+00:00,2025-08-16T10:41:14+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Knoppix; Linux i686; rv:121.0) Gecko/20100101 Firefox/121.0,1,2025-08-16T15:23:02+00:00,2025-08-16T15:23:02+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Knoppix; Linux i686; rv:124.0) Gecko/20100101 Firefox/124.0,1,2025-08-16T22:03:59+00:00,2025-08-16T22:03:59+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Knoppix; Linux i686; rv:125.0) Gecko/20100101 Firefox/125.0,1,2025-08-16T21:29:47+00:00,2025-08-16T21:29:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,2025-08-16T21:20:58+00:00,2025-08-16T21:20:58+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Knoppix; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",1,2025-08-16T12:08:01+00:00,2025-08-16T12:08:01+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Knoppix; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0,1,2025-08-16T11:46:47+00:00,2025-08-16T11:46:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Knoppix; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,1,2025-08-16T13:19:57+00:00,2025-08-16T13:19:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Kubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",1,2025-08-16T12:08:03+00:00,2025-08-16T12:08:03+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Kubuntu; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",1,2025-08-16T12:57:26+00:00,2025-08-16T12:57:26+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Kubuntu; Linux i686; rv:133.0) Gecko/20100101 Firefox/133.0,1,2025-08-16T18:16:03+00:00,2025-08-16T18:16:03+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Kubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",1,2025-08-16T14:11:50+00:00,2025-08-16T14:11:50+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Kubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",1,2025-08-16T10:41:56+00:00,2025-08-16T10:41:56+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Kubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",1,2025-08-16T13:31:22+00:00,2025-08-16T13:31:22+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Kubuntu; Linux x86_64; rv:120.0) Gecko/20100101 Firefox/120.0,1,2025-08-17T01:56:50+00:00,2025-08-17T01:56:50+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Kubuntu; Linux x86_64; rv:133.0) Gecko/20100101 Firefox/133.0,1,2025-08-16T13:53:07+00:00,2025-08-16T13:53:07+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/106.0 Safari/537.36",1,2025-08-16T15:54:29+00:00,2025-08-16T15:54:29+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/108.0 Safari/537.36",1,2025-08-16T09:45:38+00:00,2025-08-16T09:45:38+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/109.0 Safari/537.36",1,2025-08-16T22:52:27+00:00,2025-08-16T22:52:27+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/113.0 Safari/537.36",1,2025-08-16T12:03:29+00:00,2025-08-16T12:03:29+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/117.0 Safari/537.36",1,2025-08-16T13:14:31+00:00,2025-08-16T13:14:31+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Edge/129.0 Safari/537.36",1,2025-08-16T15:07:59+00:00,2025-08-16T15:07:59+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/102.0 Safari/537.36",1,2025-08-16T22:55:13+00:00,2025-08-16T22:55:13+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/108.0 Safari/537.36",1,2025-08-16T20:51:20+00:00,2025-08-16T20:51:20+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/113.0 Safari/537.36",1,2025-08-16T20:48:48+00:00,2025-08-16T20:48:48+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/120.0 Safari/537.36",1,2025-08-16T12:36:26+00:00,2025-08-16T12:36:26+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/122.0 Safari/537.36",1,2025-08-16T12:04:34+00:00,2025-08-16T12:04:34+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Mac OS X 13_2) AppleWebKit/537.36 (KHTML, like Gecko) Safari/126.0 Safari/537.36",1,2025-08-16T12:04:42+00:00,2025-08-16T12:04:42+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh, Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",1,2025-08-16T15:23:13+00:00,2025-08-16T15:23:13+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh, Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",1,2025-08-16T11:18:23+00:00,2025-08-16T11:18:23+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh: Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",1,2025-08-16T11:45:20+00:00,2025-08-16T11:45:20+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh: Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-08-16T11:13:27+00:00,2025-08-16T11:13:27+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:109.0) Gecko/20100101 Firefox/115.0,1,2025-08-16T22:26:19+00:00,2025-08-16T22:26:19+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0,1,2025-08-16T23:32:47+00:00,2025-08-16T23:32:47+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/116.0,1,2025-08-16T12:37:43+00:00,2025-08-16T12:37:43+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:124.0) Gecko/20100101 Firefox/129.0,1,2025-08-16T12:13:10+00:00,2025-08-16T12:13:10+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0,1,2025-08-16T19:09:16+00:00,2025-08-16T19:09:16+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",1,2025-08-16T21:20:14+00:00,2025-08-16T21:20:14+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",1,2025-08-16T19:41:06+00:00,2025-08-16T19:41:06+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",1,2025-08-17T02:00:39+00:00,2025-08-17T02:00:39+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",1,2025-08-16T09:49:21+00:00,2025-08-16T09:49:21+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/608.2.11 (KHTML, like Gecko) Version/13 Safari/608.2.11",1,2025-08-16T21:59:03+00:00,2025-08-16T21:59:03+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",1,2025-08-16T14:28:57+00:00,2025-08-16T14:28:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",1,2025-08-16T22:22:41+00:00,2025-08-16T22:22:41+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Safari/605.1.15",1,2025-08-16T21:21:46+00:00,2025-08-16T21:21:46+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",1,2025-08-16T19:47:01+00:00,2025-08-16T19:47:01+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",1,2025-08-16T12:50:33+00:00,2025-08-16T12:50:33+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Safari/605.1.15",1,2025-08-16T19:18:00+00:00,2025-08-16T19:18:00+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1,2025-08-16T23:34:30+00:00,2025-08-16T23:34:30+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1,2025-08-16T14:50:49+00:00,2025-08-16T14:50:49+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Safari/605.1.15",1,2025-08-16T11:22:06+00:00,2025-08-16T11:22:06+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",1,2025-08-16T12:03:37+00:00,2025-08-16T12:03:37+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",1,2025-08-16T21:28:17+00:00,2025-08-16T21:28:17+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15",1,2025-08-16T13:36:12+00:00,2025-08-16T13:36:12+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",1,2025-08-17T00:50:57+00:00,2025-08-17T00:50:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",1,2025-08-16T19:50:13+00:00,2025-08-16T19:50:13+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3.1 Safari/605.1.15",1,2025-08-16T11:20:31+00:00,2025-08-16T11:20:31+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Mobile/15E148 Safari/604.1",1,2025-08-16T22:06:08+00:00,2025-08-16T22:06:08+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",1,2025-08-16T19:59:09+00:00,2025-08-16T19:59:09+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15",1,2025-08-16T12:47:23+00:00,2025-08-16T12:47:23+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.10 Safari/605.1.15",1,2025-08-16T22:06:31+00:00,2025-08-16T22:06:31+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",1,2025-08-16T19:51:04+00:00,2025-08-16T19:51:04+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.8.1 Mobile/15E148 Safari/604.1",1,2025-08-16T09:56:46+00:00,2025-08-16T09:56:46+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15",1,2025-08-17T01:33:24+00:00,2025-08-17T01:33:24+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-08-16T19:18:32+00:00,2025-08-16T19:18:32+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",1,2025-08-16T21:06:53+00:00,2025-08-16T21:06:53+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.2 Safari/605.1.15",1,2025-08-16T12:16:57+00:00,2025-08-16T12:16:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Safari/605.1.15",1,2025-08-17T01:12:11+00:00,2025-08-17T01:12:11+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/537.86.4",1,2025-08-16T12:37:45+00:00,2025-08-16T12:37:45+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 12) AppleWebKit/620.19 (KHTML, like Gecko) Version/17.6.32 Safari/620.19",1,2025-08-16T12:54:50+00:00,2025-08-16T12:54:50+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14.3) AppleWebKit/614.31.14 (KHTML, like Gecko) Version/17.0.96 Safari/614.31.14",1,2025-08-16T14:41:25+00:00,2025-08-16T14:41:25+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",1,2025-08-17T00:42:37+00:00,2025-08-17T00:42:37+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/17.1.15",1,2025-08-16T15:42:53+00:00,2025-08-16T15:42:53+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",1,2025-08-16T22:05:57+00:00,2025-08-16T22:05:57+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_7_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",1,2025-08-16T11:57:28+00:00,2025-08-16T11:57:28+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; Intel Mac OS X 15_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",1,2025-08-16T12:37:37+00:00,2025-08-16T12:37:37+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-en) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",1,2025-08-16T12:36:42+00:00,2025-08-16T12:36:42+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",1,2025-08-16T14:35:21+00:00,2025-08-16T14:35:21+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",1,2025-08-17T01:21:07+00:00,2025-08-17T01:21:07+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,"Mozilla/5.0 (SS; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",1,2025-08-16T11:33:25+00:00,2025-08-16T11:33:25+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
100.86.166.134,d594ce5.hu,Mozilla/5.0 (SS; Linux i686; rv:120.0) Gecko/20100101 Firefox/120.0,1,2025-08-16T11:13:07+00:00,2025-08-16T11:13:07+00:00,1,0,0,1,Anonymised dataset value; X-Forwarded-For is not trusted without proxy-chain evidence
