timestamp_utc,txid,source_ip,host,user_agent,method,path,payload_location,parameter_or_scope,payload_family,normalised_fragment,waf_rule_ids,waf_detection,waf_action_evidence,response_status,duration_ms,signal_classification,scenario_outcome,evidence_boundary
2025-07-28T04:26:27+00:00,aIb788ddnDnZ5bCY5NBBMQAAABY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_7dd3b010,request_body,ARGS:wc_order_attribution_utm_id,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,116.347,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:26:31+00:00,aIb79-umT@k-wyEZezH0mQAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_last_name,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,86.554,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:26:32+00:00,aIb7@ItCkCxygDXBTdji9wAAAAw,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_address_2,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,64.384,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:26:45+00:00,aIb8BXnn3BdK@avyb8DtgwAAAAA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[3f098efb170e17387b60f08a6b406dbc][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,69.890,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:26:54+00:00,aIb8DvumT@k-wyEZezH0tQAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[3f098efb170e17387b60f08a6b406dbc][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,69.967,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:26:57+00:00,aIb8EYLgoWIqFUIgqNA8LQAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[57ea2e2830749604e147aca8d4c0f673][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.242,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:27:12+00:00,aIb8IGrKj3tpEG1O-8-uCgAAAAs,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_company_check,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,66.191,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:27:19+00:00,aIb8J2rKj3tpEG1O-8-uDAAAAAs,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,71.764,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:27:59+00:00,aIb8T6A6@-r-MxWTKf5IBgAAABc,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[e9308ddd417ab6c88042a71f916af7a5][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,70.485,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:28:40+00:00,aIb8eGb9UO-JuAkUd@SOQwAAAA0,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,86.450,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:28:51+00:00,aIb8g@4Bhq1KKYMjrhDBhgAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_address_1,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,64.625,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:02+00:00,aIb8jrUOVNAeZWV3dZ6WQwAAAAQ,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[4c03f769f791d9f1148f3b1e59090473][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.414,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:10+00:00,aIb8lraGTiTctycObgiFTAAAAAc,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_state,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,65.593,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:12+00:00,aIb8mMddnDnZ5bCY5NBBYgAAABY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_address_2,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,77.208,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:13+00:00,aIb8mLUOVNAeZWV3dZ6WRQAAAAQ,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.244,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:23+00:00,aIb8o9CKS8rZD@AN4v0yNgAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[3f098efb170e17387b60f08a6b406dbc][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,71.703,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:40+00:00,aIb8tNCKS8rZD@AN4v0yOgAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.079,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:49+00:00,aIb8vUSiUYxfxk9odW@I1wAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_7dd3b010,request_body,ARGS:wc_order_attribution_utm_marketing_tactic,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,62.391,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:55+00:00,aIb8w2lL4QTpuwPZRew8XgAAAAk,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,72.491,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:29:57+00:00,aIb8xTOVrtdv22WYFT1qywAAAAU,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_first_name,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,66.459,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:30:07+00:00,aIb8z0SiUYxfxk9odW@I3AAAAAM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[4c03f769f791d9f1148f3b1e59090473][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,71.409,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:30:16+00:00,aIb82GRCBVxqIVeNf3ZgwQAAABE,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[2b0a50b2a28af2a7c38b243028badd76][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,69.658,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:30:19+00:00,aIb82wK4QfknGWEX0MHtDAAAABI,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[4c03f769f791d9f1148f3b1e59090473][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.476,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:30:32+00:00,aIb86JtXOLSVdcc9egCXKAAAAAo,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,70.302,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:30:33+00:00,aIb86WRCBVxqIVeNf3Zg0AAAABE,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_country,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,63.681,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:31:20+00:00,aIb9GN1MLTOUhoWE@Y2@fAAAAAY,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,80.754,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:31:26+00:00,aIb9Husyrn7S5ciAS6otcAAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_address_1,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,62.037,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:31:26+00:00,aIb9Hgdk6NDufS22JWvH1wAAAAE,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[d479263a1438a8f9e85937a3a2d4f4a8][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,65.424,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:31:48+00:00,aIb9NE5Ci0r-G57Ec1is5QAAAAg,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_state,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,67.295,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:31:50+00:00,aIb9Njv3s@YppB3y47v4ewAAAAA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,72.046,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:32:06+00:00,aIb9RptXOLSVdcc9egCXXAAAAAo,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[57ea2e2830749604e147aca8d4c0f673][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,71.871,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:32:30+00:00,aIb9XmRCBVxqIVeNf3ZhHAAAABE,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_7dd3b010,request_body,ARGS:wc_order_attribution_utm_marketing_tactic,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,62.545,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:32:38+00:00,aIb9ZqWmqadVxKzTFmjOqgAAAAE,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_first_name,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,69.436,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:32:38+00:00,aIb9ZmSgKqKBthP4eH4ZgwAAABM,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,61.010,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:33:19+00:00,aIb9j@wprfnRSaU9Q5D0GQAAAB0,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_country,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,65.885,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:33:27+00:00,aIb9l@syrn7S5ciAS6ot2wAAAA4,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_company,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.368,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:33:51+00:00,aIb9rz5gYbHYF7vfxGQOGQAAABg,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,94.737,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:33:55+00:00,aIb9sz5gYbHYF7vfxGQOGgAAABg,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[2f24201988d6f07ef2a329f056ed877a][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,70.006,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:00+00:00,aIb9uGhYYWqACasPnq5J-AAAAAc,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1c9e15bc48db729a509c1c4d9382d180][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,67.090,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:13+00:00,aIb9xS2L2YG5XXs0ociYEwAAAA8,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[4c03f769f791d9f1148f3b1e59090473][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,68.512,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:39+00:00,aIb93pfO@iVWd1@sJupc1QAAABA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[3f098efb170e17387b60f08a6b406dbc][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,68.145,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:47+00:00,aIb952rKj3tpEG1O-8-uPwAAAAs,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1e3dc0622e16035bab7a8b14c76c2d5c][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,69.635,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:51+00:00,aIb965fO@iVWd1@sJupc2AAAABA,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,argument_location_unresolved,ARGS:cart[1c9e15bc48db729a509c1c4d9382d180][qty],time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,71.241,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:34:58+00:00,aIb98uwprfnRSaU9Q5D0OQAAAB0,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_address_2,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,64.444,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:35:20+00:00,aIb@CB-3-LBY3jRxPP4T@QAAAAU,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_city,concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,76.821,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:35:21+00:00,aIb@CcgVaA96raZuCGHNRwAAAAo,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:billing_tax_number,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,62.396,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:35:22+00:00,aIb@Cq5Nk@s4HapZmXphOwAAAAs,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_c8655413,argument_location_unresolved,ARGS:shipping_company,time_based_sqli,(select(0)from(select(sleep(15)))v)/*'+(select(0)from(select(sleep(15)))v)+'\x22+(select(0)from(sel…,942100;942160;942360,Confirmed,Not observed,403,69.967,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
2025-07-28T04:35:24+00:00,aIb@DB-3-LBY3jRxPP4T@gAAAAU,100.77.175.132,df7754e.hu,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",POST,/d_43826a23,request_body,ARGS:cart[4c03f769f791d9f1148f3b1e59090473][qty],concatenated_or_function_sqli,(select 198766*667891 from DUAL),942100;942360,Confirmed,Not observed,403,68.331,high_signal_sqli_attempt,Attempted,HTTP status is not treated as WAF block or exploit success evidence
